title,url,agency,location,salary,closing_date,search_term
Health System Specialist,https://www.usajobs.gov/job/832702600,Veterans Health Administration,"Aurora, Colorado Aurora, Colorado",Not specified,Opening and closing dates Open 02/27/2025 to 03/10/2025,Network Administrator
Regional Security Director (RSD),https://www.usajobs.gov/job/831472900,Transportation Security Administration,Multiple Locations,Not specified,Opening and closing dates Open 02/13/2025 to 03/17/2025,Network Administrator
Health System Specialist (Graduate Healthcare Administration Training Program - GHATP) Trainee,https://www.usajobs.gov/job/831989000,Veterans Health Administration,"Dallas, Texas Dallas, Texas",Not specified,Opening and closing dates Open 02/20/2025 to 03/20/2025,Network Administrator
Chief Nurse Surgical Services,https://www.usajobs.gov/job/832703100,Veterans Health Administration,"Phoenix, Arizona Phoenix, Arizona",Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,Network Administrator
IT SPECIALIST (SYSADMIN/INFOSEC),https://www.usajobs.gov/job/832391400,U.S. Pacific Fleet,"Corpus Christi, Texas Corpus Christi, Texas",Not specified,Opening and closing dates Open 02/25/2025 to 03/26/2025,Cloud Security Engineer
IT Specialist (APPSW),https://www.usajobs.gov/job/828947200,Naval Supply Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania Naval Support Activity, Mechanicsburg, Pennsylvania",Not specified,Opening and closing dates Open 01/24/2025 to 03/11/2025,Cloud Security Engineer
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/832371600,Naval Sea Systems Command,"Naval Surface Warfare Center, Maryland Naval Surface Warfare Center, Maryland",Not specified,Opening and closing dates Open 02/26/2025 to 03/11/2025,Site Reliability Engineer
ELECTRICAL ENGINEER/ELECTRONICS ENGINEERING,https://www.usajobs.gov/job/829027100,Naval Air Systems Command,"Point Mugu, California Point Mugu, California",Not specified,Opening and closing dates Open 01/23/2025 to 04/25/2025,Firmware Engineer
Electronics Engineer (Validation Group),https://www.usajobs.gov/job/819076200,Defense Microelectronics Activity,"McClellan, California McClellan, California",Not specified,Opening and closing dates Open 11/14/2024 to 06/16/2025,Firmware Engineer
Public Notice for Computer Engineer (Direct Hire),https://www.usajobs.gov/job/684261400,Federal Aviation Administration,May be filled in various FAA duty locations,Not specified,Opening and closing dates Open 09/23/2024 to 09/22/2025,Firmware Engineer
PROGRAM ANALYST,https://www.usajobs.gov/job/832656500,Army Tank-Automotive and Armament Command (TACOM),"Warren, Michigan Warren, Michigan",Not specified,Opening and closing dates Open 02/28/2025 to 03/10/2025,Quantitative Analyst
PROGRAM ANALYST,https://www.usajobs.gov/job/832661900,Army Tank-Automotive and Armament Command (TACOM),"Warren, Michigan Warren, Michigan",Not specified,Opening and closing dates Open 02/28/2025 to 03/10/2025,Quantitative Analyst
OPERATIONS RESEARCH ANALYST,https://www.usajobs.gov/job/830045600,Immediate Office of the Chief of Naval Operations,"Pentagon, Arlington, Virginia Pentagon, Arlington, Virginia",Not specified,Opening and closing dates Open 02/04/2025 to 04/04/2025,Quantitative Analyst
OPERATIONS RESEARCH ANALYST,https://www.usajobs.gov/job/830047300,Immediate Office of the Chief of Naval Operations,"Pentagon, Arlington, Virginia Pentagon, Arlington, Virginia",Not specified,Opening and closing dates Open 02/04/2025 to 04/04/2025,Quantitative Analyst
Management and Program Analyst,https://www.usajobs.gov/job/833341400,Customs and Border Protection,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/07/2025 to 03/13/2025,Quantitative Analyst
PROGRAM ANALYST,https://www.usajobs.gov/job/833365700,Customs and Border Protection,"Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 03/10/2025 to 03/14/2025,Quantitative Analyst
PROGRAM ANALYST (TITLE 32),https://www.usajobs.gov/job/801279900,Army National Guard Units,"Springfield, Illinois Springfield, Illinois",Not specified,Opening and closing dates Open 07/25/2024 to 07/24/2025,Quantitative Analyst
Procurement Analyst,https://www.usajobs.gov/job/832706900,U.S. Army Corps of Engineers,"Walla Walla, Washington Walla Walla, Washington",Not specified,Opening and closing dates Open 02/28/2025 to 03/13/2025,Quantitative Analyst
Senior Communications Analyst (Visual),https://www.usajobs.gov/job/833326700,Government Accountability Office,Location Negotiable After Selection,Not specified,Opening and closing dates Open 03/07/2025 to 03/21/2025,Quantitative Analyst
Program Analyst (Title 32) (Indefinite),https://www.usajobs.gov/job/832522800,Army National Guard Units,"Richmond, Virginia Richmond, Virginia",Not specified,Opening and closing dates Open 02/25/2025 to 03/26/2025,Quantitative Analyst
Quality Assurance Tester,https://www.usajobs.gov/job/829366000,Department of Homeland Security - Agency Wide,"Springfield, Virginia Springfield, Virginia",Not specified,Opening and closing dates Open 01/27/2025 to 04/07/2025,Performance Tester
Medical Instrument Technician (GI/ENDO),https://www.usajobs.gov/job/833257100,Veterans Health Administration,"East Orange, New Jersey East Orange, New Jersey",Not specified,Opening and closing dates Open 03/06/2025 to 03/14/2025,Performance Tester
IT Cybersecurity Specialist (INFOSEC),https://www.usajobs.gov/job/832561800,Immediate Office of the Commander-in-Chief of the U.S. Army,"Wiesbaden, Germany Wiesbaden, Germany",Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,Cybersecurity Analyst
IT SPEC (INFOSEC),https://www.usajobs.gov/job/832793000,Air National Guard Units,"Eastover, South Carolina Eastover, South Carolina",Not specified,Opening and closing dates Open 02/27/2025 to 03/14/2025,Cybersecurity Analyst
Threat Operations Analyst,https://www.usajobs.gov/job/804140300,Department of Homeland Security - Agency Wide,"Arlington, Virginia Arlington, Virginia",Not specified,Opening and closing dates Open 08/09/2024 to 05/01/2025,Cybersecurity Analyst
ITSPEC (CUSTSPT),https://www.usajobs.gov/job/810088100,Air National Guard Units,"Cheyenne, Wyoming Cheyenne, Wyoming",Not specified,Opening and closing dates Open 09/17/2024 to 09/16/2025,Cybersecurity Analyst
"Procurement Analyst (Information Systems), NF-04",https://www.usajobs.gov/job/832364600,Army Installation Management Command,"Fort Sam Houston, Texas Fort Sam Houston, Texas",Not specified,Opening and closing dates Open 02/24/2025 to 03/17/2025,Database Administrator
ITSPEC (SYSADMIN) (TITLE 32),https://www.usajobs.gov/job/832588200,Air National Guard Units,"Tyndall AFB, Florida Tyndall AFB, Florida",Not specified,Opening and closing dates Open 02/27/2025 to 03/28/2025,Database Administrator
Information Technology Specialist (Security/Systems Administration),https://www.usajobs.gov/job/832225000,U.S. Army Cyber Command,"Stuttgart, Germany Stuttgart, Germany",Not specified,Opening and closing dates Open 02/27/2025 to 03/12/2025,Database Administrator
Contract Administrator,https://www.usajobs.gov/job/832652500,Defense Contract Management Agency,"Moorestown, New Jersey Moorestown, New Jersey",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,Database Administrator
Contract Administrator,https://www.usajobs.gov/job/832580300,Defense Contract Management Agency,"Syracuse, New York Syracuse, New York",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,Database Administrator
IT SPECIALIST (SYSADMIN/CUSTSPT),https://www.usajobs.gov/job/832738100,Army National Guard Units,"Jackson, Mississippi Jackson, Mississippi",Not specified,Opening and closing dates Open 02/27/2025 to 03/13/2025,Database Administrator
"Program Analyst, Healthcare Compliance (O-4 Billet) Non-Supervisory",https://www.usajobs.gov/job/812018600,Immigration and Customs Enforcement,Multiple Locations,Not specified,Opening and closing dates Open 10/01/2024 to 09/30/2025,Database Administrator
ACCOUNTING TECHNICIAN,https://www.usajobs.gov/job/832747700,Air Force Global Strike Command,"Malmstrom AFB, Montana Malmstrom AFB, Montana",Not specified,Opening and closing dates Open 02/27/2025 to 03/13/2025,Database Administrator
Supervisory Health System Specialist,https://www.usajobs.gov/job/833369500,Veterans Health Administration,Multiple Locations,Not specified,Opening and closing dates Open 03/07/2025 to 03/11/2025,Database Administrator
Supervisory Health System Specialist - Credentialing & Privileging Manager,https://www.usajobs.gov/job/833363900,Veterans Health Administration,"Bronx, New York Bronx, New York",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,Database Administrator
Supervisory Health System Spec,https://www.usajobs.gov/job/833364500,Veterans Health Administration,"Bronx, New York Bronx, New York",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,Database Administrator
Supervisory Health System Specialist (C&P Manager),https://www.usajobs.gov/job/832722800,Veterans Health Administration,"New York, New York New York, New York",Not specified,Opening and closing dates Open 02/27/2025 to 03/26/2025,Database Administrator
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/833283100,Air National Guard Units,"Des Moines, Iowa Des Moines, Iowa",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,Database Administrator
Social Worker (Section Chief),https://www.usajobs.gov/job/833111000,Veterans Health Administration,"Portsmouth, Virginia Portsmouth, Virginia",Not specified,Opening and closing dates Open 03/03/2025 to 03/13/2025,Database Administrator
Cemetery Caretaker,https://www.usajobs.gov/job/833241200,National Cemetery Administration,"Bay Pines, Florida Bay Pines, Florida",Not specified,Opening and closing dates Open 03/05/2025 to 03/14/2025,DBA
Vulnerability Assessment - Technical,https://www.usajobs.gov/job/830897100,DHS Headquarters,Multiple Locations,Not specified,Opening and closing dates Open 02/10/2025 to 03/12/2025,Penetration Tester
IT SPEC (INFOSEC),https://www.usajobs.gov/job/832793000,Air National Guard Units,"Eastover, South Carolina Eastover, South Carolina",Not specified,Opening and closing dates Open 02/27/2025 to 03/14/2025,IT Consultant
ITSPEC (CUSTOMER SUPPORT),https://www.usajobs.gov/job/806611100,Air National Guard Units,"Eielson AFB, Alaska Eielson AFB, Alaska",Not specified,Opening and closing dates Open 08/26/2024 to 08/25/2025,IT Consultant
ITSPEC (CUSTSPT),https://www.usajobs.gov/job/810088100,Air National Guard Units,"Cheyenne, Wyoming Cheyenne, Wyoming",Not specified,Opening and closing dates Open 09/17/2024 to 09/16/2025,IT Consultant
IT SPECIALIST,https://www.usajobs.gov/job/811434300,Air Force Materiel Command,Multiple Locations,Not specified,Opening and closing dates Open 09/24/2024 to 09/23/2025,IT Consultant
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/814700500,Naval Air Systems Command,"China Lake, California China Lake, California",Not specified,Opening and closing dates Open 10/22/2024 to 04/22/2025,IT Consultant
IT Specialist,https://www.usajobs.gov/job/826601200,U.S. Army Test and Evaluation Command,Multiple Locations,Not specified,Opening and closing dates Open 01/01/2025 to 12/31/2025,IT Consultant
IT Specialist,https://www.usajobs.gov/job/826604100,U.S. Army Test and Evaluation Command,Multiple Locations,Not specified,Opening and closing dates Open 01/01/2025 to 12/31/2025,IT Consultant
IT SPECIALIST (APPSW),https://www.usajobs.gov/job/827501800,Naval Education and Training Command,"Naval Air Station Pensacola, Florida Naval Air Station Pensacola, Florida",Not specified,Opening and closing dates Open 01/13/2025 to 07/14/2025,IT Consultant
Information Technology,https://www.usajobs.gov/job/828872400,Department of the Air Force - Agency Wide,Location Negotiable After Selection,Not specified,Opening and closing dates Open 01/21/2025 to 01/20/2026,IT Consultant
Information Technology,https://www.usajobs.gov/job/828878600,Department of the Air Force - Agency Wide,Location Negotiable After Selection,Not specified,Opening and closing dates Open 01/21/2025 to 01/20/2026,IT Consultant
IT Specialist (APPSW),https://www.usajobs.gov/job/828947200,Naval Supply Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania Naval Support Activity, Mechanicsburg, Pennsylvania",Not specified,Opening and closing dates Open 01/24/2025 to 03/11/2025,IT Consultant
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/829387000,Army National Guard Units,"Augusta, Maine Augusta, Maine",Not specified,Opening and closing dates Open 01/27/2025 to 03/14/2025,IT Consultant
IT SPECIALIST (CUSTSPT),https://www.usajobs.gov/job/830337500,Army National Guard Units,"Lincoln, Nebraska Lincoln, Nebraska",Not specified,Opening and closing dates Open 02/04/2025 to 09/26/2025,IT Consultant
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/830603300,"Commander, Navy Installations","Washington Navy Yard, District of Columbia Washington Navy Yard, District of Columbia",Not specified,Opening and closing dates Open 02/10/2025 to 03/10/2025,IT Consultant
ITSPEC (CUSTSPT),https://www.usajobs.gov/job/831040900,Air National Guard Units,"Atlantic City, New Jersey Atlantic City, New Jersey",Not specified,Opening and closing dates Open 02/11/2025 to 03/13/2025,IT Consultant
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/831906900,Air National Guard Units,"Springfield, Ohio Springfield, Ohio",Not specified,Opening and closing dates Open 02/19/2025 to 03/19/2025,IT Consultant
IT SPECIALIST (SYSADMIN),https://www.usajobs.gov/job/831990200,Naval Supply Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania Naval Support Activity, Mechanicsburg, Pennsylvania",Not specified,Opening and closing dates Open 02/24/2025 to 03/12/2025,IT Consultant
IT Specialist (PLCYPLN),https://www.usajobs.gov/job/832098000,U.S. Army Cyber Command,"Fort Carson, Colorado Fort Carson, Colorado",Not specified,Opening and closing dates Open 02/25/2025 to 03/10/2025,IT Consultant
IT SPECIALIST (DATAMGT),https://www.usajobs.gov/job/832139400,Defense Finance and Accounting Service,Multiple Locations,Not specified,Opening and closing dates Open 02/24/2025 to 03/10/2025,IT Consultant
IT SPEC (CUSTSPT) - TITLE 32,https://www.usajobs.gov/job/832166600,Air National Guard Units,"Robins AFB, Georgia Robins AFB, Georgia",Not specified,Opening and closing dates Open 02/26/2025 to 12/31/2025,IT Consultant
IT SPECIALIST (APPSW),https://www.usajobs.gov/job/832286900,Defense Finance and Accounting Service,Multiple Locations,Not specified,Opening and closing dates Open 02/26/2025 to 03/12/2025,IT Consultant
IT SPECIALIST (APPSW),https://www.usajobs.gov/job/832313700,Defense Finance and Accounting Service,Multiple Locations,Not specified,Opening and closing dates Open 03/03/2025 to 03/17/2025,IT Consultant
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/832371600,Naval Sea Systems Command,"Naval Surface Warfare Center, Maryland Naval Surface Warfare Center, Maryland",Not specified,Opening and closing dates Open 02/26/2025 to 03/11/2025,IT Consultant
IT Specialist (APPSW),https://www.usajobs.gov/job/832432000,Defense Contract Management Agency,"Chantilly, Virginia Chantilly, Virginia",Not specified,Opening and closing dates Open 02/25/2025 to 03/10/2025,IT Consultant
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/832448300,Defense Media Activity,"Fort Meade, Maryland Fort Meade, Maryland",Not specified,Opening and closing dates Open 02/25/2025 to 03/14/2025,IT Consultant
IT Project Manager (Network Services) - Network Engineer,https://www.usajobs.gov/job/832910000,"Justice, Bureau of Prisons/Federal Prison System","Washington, District of Columbia Washington, District of Columbia",Not specified,Opening and closing dates Open 02/27/2025 to 03/20/2025,IT Operations Engineer
Supervisory Healthcare Engineer,https://www.usajobs.gov/job/833304100,Veterans Health Administration,"Johnson City, Tennessee Johnson City, Tennessee",Not specified,Opening and closing dates Open 03/06/2025 to 03/10/2025,IT Operations Engineer
IT SPECIALIST (NETWORK),https://www.usajobs.gov/job/832371600,Naval Sea Systems Command,"Naval Surface Warfare Center, Maryland Naval Surface Warfare Center, Maryland",Not specified,Opening and closing dates Open 02/26/2025 to 03/11/2025,IT Operations Engineer
ARCHITECT/ENGINEER,https://www.usajobs.gov/job/833264400,Air National Guard Units,"Gulfport, Mississippi Gulfport, Mississippi",Not specified,Opening and closing dates Open 03/05/2025 to 03/19/2025,IT Operations Engineer
INTERDISCIPLINARY ENGINEER,https://www.usajobs.gov/job/831727700,Naval Facilities Engineering Systems Command,"Naval Base, Norfolk, Virginia Naval Base, Norfolk, Virginia",Not specified,Opening and closing dates Open 02/20/2025 to 06/20/2025,IT Operations Engineer
Healthcare Engineer,https://www.usajobs.gov/job/833371200,Veterans Health Administration,"Saint Cloud, Minnesota Saint Cloud, Minnesota",Not specified,Opening and closing dates Open 03/07/2025 to 03/17/2025,IT Operations Engineer
Supervisory Biomedical Engineer (Clinical),https://www.usajobs.gov/job/832887700,Veterans Health Administration,"Fresno, California Fresno, California",Not specified,Opening and closing dates Open 02/28/2025 to 03/12/2025,IT Operations Engineer
Supervisory Healthcare Engineer,https://www.usajobs.gov/job/833450000,Veterans Health Administration,"Pensacola, Florida Pensacola, Florida",Not specified,Opening and closing dates Open 03/10/2025 to 03/18/2025,IT Operations Engineer
Supervisory Healthcare Engineer,https://www.usajobs.gov/job/825049200,Veterans Health Administration,"Miami, Florida Miami, Florida",Not specified,Opening and closing dates Open 12/19/2024 to 03/19/2025,IT Operations Engineer
Healthcare (Project) Engineer,https://www.usajobs.gov/job/833281600,Veterans Health Administration,"Lyons, New Jersey Lyons, New Jersey",Not specified,Opening and closing dates Open 03/06/2025 to 03/14/2025,IT Operations Engineer
Supervisory Biomedical Engineer - Clinical Chief of HTM,https://www.usajobs.gov/job/831417400,Veterans Health Administration,"Bay Pines, Florida Bay Pines, Florida",Not specified,Opening and closing dates Open 02/13/2025 to 06/30/2025,IT Operations Engineer
Supervisory Biomedical Engineer- Clinical Chief of HTM,https://www.usajobs.gov/job/831417600,Veterans Health Administration,"Bay Pines, Florida Bay Pines, Florida",Not specified,Opening and closing dates Open 02/13/2025 to 06/30/2025,IT Operations Engineer
Supervisory Biomedical Engineer (Clinical),https://www.usajobs.gov/job/831214100,Veterans Health Administration,"Fayetteville, Arkansas Fayetteville, Arkansas",Not specified,Opening and closing dates Open 02/12/2025 to 03/27/2025,IT Operations Engineer
OPERATIONS RESEARCH ANALYST,https://www.usajobs.gov/job/827465800,Naval Sea Systems Command,"Naval Support Activity, Mechanicsburg, Pennsylvania Naval Support Activity, Mechanicsburg, Pennsylvania",Not specified,Opening and closing dates Open 01/13/2025 to 07/14/2025,IT Operations Engineer
Healthcare Engineer-Energy Manager,https://www.usajobs.gov/job/833141700,Veterans Health Administration,"Togus, Maine Togus, Maine",Not specified,Opening and closing dates Open 03/04/2025 to 06/06/2025,IT Operations Engineer
Biomedical Equipment Support Specialist (Biomedical Information Systems),https://www.usajobs.gov/job/833252400,Veterans Health Administration,"Martinez, California Martinez, California",Not specified,Opening and closing dates Open 03/06/2025 to 03/20/2025,IT Operations Engineer
Healthcare Engineer (Project Engineer),https://www.usajobs.gov/job/833271900,Veterans Health Administration,"Bronx, New York Bronx, New York",Not specified,Opening and closing dates Open 03/06/2025 to 03/14/2025,IT Operations Engineer
Chief Biomedical Engineer,https://www.usajobs.gov/job/828250100,Veterans Health Administration,"Durham, North Carolina Durham, North Carolina",Not specified,Opening and closing dates Open 01/15/2025 to 04/15/2025,IT Operations Engineer
Chief Biomedical Engineer,https://www.usajobs.gov/job/828259300,Veterans Health Administration,"Durham, North Carolina Durham, North Carolina",Not specified,Opening and closing dates Open 01/15/2025 to 04/15/2025,IT Operations Engineer
Supervisory Healthcare Engineer,https://www.usajobs.gov/job/832554500,Veterans Health Administration,"Kings, New York Kings, New York",Not specified,Opening and closing dates Open 02/26/2025 to 03/10/2025,IT Operations Engineer
Project Manager (Interdisciplinary),https://www.usajobs.gov/job/825914700,U.S. Army Corps of Engineers,Multiple Locations,Not specified,Opening and closing dates Open 01/02/2025 to 12/31/2025,IT Operations Engineer
IT SPECIALIST (SYSADMIN/CUSTSPT),https://www.usajobs.gov/job/832738100,Army National Guard Units,"Jackson, Mississippi Jackson, Mississippi",Not specified,Opening and closing dates Open 02/27/2025 to 03/13/2025,IT Operations Engineer
ENGINEER/SCIENTIST,https://www.usajobs.gov/job/782586500,Naval Sea Systems Command,"Dahlgren, Virginia Dahlgren, Virginia",Not specified,Opening and closing dates Open 03/21/2024 to 03/20/2025,IT Operations Engineer
ENGINEER/SCIENTIST,https://www.usajobs.gov/job/801318600,Naval Sea Systems Command,"Dahlgren, Virginia Dahlgren, Virginia",Not specified,Opening and closing dates Open 07/29/2024 to 07/28/2025,IT Operations Engineer
ENGINEER/SCIENTIST,https://www.usajobs.gov/job/829622700,Naval Sea Systems Command,"Dahlgren, Virginia Dahlgren, Virginia",Not specified,Opening and closing dates Open 01/29/2025 to 03/14/2025,IT Operations Engineer
